ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato,Sexo
32348,Daniela Ana Gonzalez Suarez,Logistica,Planificador de Demanda,4675,1055,807,229,6537,6766,2025,,Planta Industrial,Full-Time,femenino
32349,Elena Elena Vargas Suarez,Marketing,Trade Marketing,1154,573,652,600,2379,2979,2025,,Centros de Distribucion,Part-Time,femenino
32350,Camila Natalia Delgado Mendoza,Logistica,Gestor de Flota,3218,873,290,1305,4381,5686,2025,,Planta Industrial (Matriz),Full-Time,femenino
32351,Luis Eduardo Ortega Ramirez,Logistica,Gestor de Flota,4581,1170,421,1064,6172,7236,2025,,Oficina Regional,Full-Time,masculino
32352,Paula Sofia Vargas Lopez,Marketing,Brand Manager,3714,942,208,353,4864,5217,2025,,Planta Industrial,Part-Time,femenino
32353,Raul Sergio Ortega Ramirez,Operaciones (Supply),Operador de Envasado,3972,1319,455,944,5746,6690,2025,,Planta Industrial (Matriz),Part-Time,masculino
32354,Andrea Natalia Herrera Garcia,Sostenibilidad,Coordinador de Agro,2053,1293,371,487,3717,4204,2025,,Oficinas Administrativas,Part-Time,femenino
32355,Carmen Rosa Martinez Perez,Logistica,Gestor de Flota,3956,225,491,,4672,4672,2025,,Planta Industrial (Matriz),Full-Time,femenino
32356,Carmen Daniela Sanchez Lopez,Comercial / Ventas,Preventista (BEES),3272,1409,209,231,4890,5121,2025,,Oficinas Administrativas,Full-Time,femenino
32357,Jorge Carlos Mendoza Sanchez,Operaciones (Supply),Operador de Envasado,4845,1224,394,535,6463,6998,2025,,Planta Industrial,Part-Time,masculino
32358,Rosa Rosa Castro Lopez,Marketing,Brand Manager,1453,1304,326,1340,3083,4423,2025,,Planta Industrial,Full-Time,femenino
32359,Pedro Jose Gonzalez Rojas,Logistica,Gestor de Flota,3428,370,994,255,4792,5047,2025,,Planta Industrial,Full-Time,masculino
32360,Andres Diego Diaz Sanchez,Tecnologia (Tech),Analista de Datos,2679,170,881,631,3730,4361,2025,,Oficinas Administrativas,,masculino
32361,Claudia Gabriela Ramirez Suarez,Tecnologia (Tech),Analista de Datos,1312,1123,449,698,2884,3582,2025,,Oficinas Administrativas,Full-Time,femenino
32362,Elena Camila Castro Delgado,Marketing,Trade Marketing,3912,138,626,1174,4676,5850,2025,,Centros de Distribucion,Full-Time,femenino
32363,Elena Ana Vargas Mendoza,People (RRHH),Reclutador (Trainee),3699,537,766,1492,5002,6494,2025,,Oficina Regional,Full-Time,femenino
32364,Eduardo Jorge Perez Lopez,People (RRHH),Reclutador (Trainee),3694,1277,247,847,5218,6065,2025,,Planta Industrial (Matriz),Part-Time,masculino
32365,Carlos Hugo Delgado Perez,People (RRHH),Business Partner,1729,936,886,678,3551,4229,2025,,Oficinas Administrativas,Part-Time,masculino
32366,Carmen Veronica Martinez Suarez,Comercial / Ventas,Key Account Manager,2609,1062,485,449,4156,4605,2025,,Planta Industrial,Full-Time,femenino
32367,Sergio Luis Suarez Mendoza,Logistica,Gestor de Flota,3544,1050,271,735,4865,5600,2025,,Centros de Distribucion,Full-Time,masculino
32368,Andres Victor Ortega Ortega,Operaciones (Supply),Analista de Calidad,4140,1183,991,1442,6314,7756,2025,,Oficina Regional,Part-Time,masculino
32369,Hugo Pedro Sanchez Mendoza,Marketing,Brand Manager,4480,577,583,1030,5640,6670,2025,,Oficinas Administrativas,Part-Time,masculino
32370,Luis Julio Suarez Herrera,Comercial / Ventas,Key Account Manager,4110,239,313,,4662,4662,2025,,Oficina Regional,Full-Time,masculino
32371,Eduardo Jorge Rodriguez Perez,Marketing,Brand Manager,3869,1285,355,,5509,5509,2025,,Planta Industrial (Matriz),Part-Time,masculino
32372,Patricia Silvia Mendoza Martinez,Finanzas,Controller Financiero,3443,351,194,387,3988,4375,2025,,Planta Industrial,Part-Time,femenino
32373,Daniela Ana Castro Sanchez,People (RRHH),Reclutador (Trainee),1612,726,705,1362,3043,4405,2025,,Centros de Distribucion,Full-Time,femenino
32374,Fernando Mario Lopez Diaz,Finanzas,Controller Financiero,1131,798,763,,2692,2692,2025,,Oficinas Administrativas,Part-Time,masculino
32375,Ana Silvia Herrera Rojas,People (RRHH),Business Partner,2101,1086,679,,3866,3866,2025,,Centros de Distribucion,Part-Time,femenino
32376,Mario Hugo Martinez Flores,Marketing,Trade Marketing,1335,1050,968,1410,3353,4763,2025,,Oficinas Administrativas,Full-Time,masculino
32377,Camila Maria Perez Sanchez,Sostenibilidad,Coordinador de Agro,1875,1311,546,390,3732,4122,2025,,Planta Industrial,Part-Time,femenino
32378,Mario Julio Mendoza Rojas,Comercial / Ventas,Preventista (BEES),3282,1115,307,793,4704,5497,2025,,Centros de Distribucion,,masculino
32379,Veronica Lucia Rojas Mendoza,Operaciones (Supply),Maestro Cervecero,1360,195,968,584,2523,3107,2025,,Planta Industrial,,femenino
32380,Lucia Camila Diaz Perez,Tecnologia (Tech),Analista de Datos,2736,847,907,1218,4490,5708,2025,,Planta Industrial,Part-Time,femenino
32381,Luis Juan Gonzalez Rojas,Comercial / Ventas,Preventista (BEES),1246,954,890,1062,3090,4152,2025,,Oficinas Administrativas,,masculino
32382,Camila Claudia Rodriguez Rodriguez,Logistica,Gestor de Flota,4852,1332,921,729,7105,7834,2025,,Oficina Regional,Part-Time,femenino
32383,Andres Hugo Ortega Castro,Comercial / Ventas,Key Account Manager,1676,1151,131,632,2958,3590,2025,,Oficinas Administrativas,Part-Time,masculino
32384,Diego Andres Mendoza Delgado,Logistica,Planificador de Demanda,3278,1048,776,816,5102,5918,2025,,Planta Industrial,Part-Time,masculino
32385,Juan Raul Rodriguez Delgado,Operaciones (Supply),Analista de Calidad,4575,288,601,1091,5464,6555,2025,,Centros de Distribucion,Full-Time,masculino
32386,Victor Carlos Sanchez Sanchez,People (RRHH),Reclutador (Trainee),2602,1029,116,491,3747,4238,2025,,Planta Industrial,Part-Time,masculino
32387,Pedro Raul Lopez Ortega,Operaciones (Supply),Operador de Envasado,1947,619,424,503,2990,3493,2025,,Centros de Distribucion,,masculino
32388,Monica Camila Castro Ortega,Marketing,Brand Manager,2162,139,908,670,3209,3879,2025,,Oficinas Administrativas,Part-Time,femenino
32389,Monica Lucia Ramirez Ramirez,Marketing,Trade Marketing,1257,1084,159,1179,2500,3679,2025,,Planta Industrial (Matriz),Part-Time,femenino
32390,Patricia Sofia Rojas Martinez,Sostenibilidad,Coordinador de Agro,3673,1020,561,,5254,5254,2025,,Oficinas Administrativas,Part-Time,femenino
32391,Fernando Sergio Delgado Morales,Marketing,Trade Marketing,4429,1211,654,672,6294,6966,2025,,Centros de Distribucion,Full-Time,masculino
32392,Mario Fernando Martinez Torres,Marketing,Brand Manager,4415,409,888,1467,5712,7179,2025,,Centros de Distribucion,Part-Time,masculino
32393,Valentina Daniela Mendoza Rojas,Marketing,Brand Manager,3857,928,731,811,5516,6327,2025,,Planta Industrial (Matriz),Full-Time,femenino
32394,Alberto Jose Torres Sanchez,Marketing,Brand Manager,4646,450,272,1234,5368,6602,2025,,Planta Industrial (Matriz),Part-Time,masculino
32395,Ana Andrea Mendoza Herrera,Comercial / Ventas,Preventista (BEES),3050,1266,864,330,5180,5510,2025,,Planta Industrial (Matriz),Full-Time,femenino
32396,Andres Sergio Suarez Rodriguez,Marketing,Trade Marketing,873,947,356,820,2176,2996,2025,,Centros de Distribucion,Full-Time,masculino
32397,Miguel Carlos Mendoza Torres,People (RRHH),Reclutador (Trainee),2711,616,296,851,3623,4474,2025,,Planta Industrial,Part-Time,masculino
32398,Fernando Pedro Herrera Ramirez,Marketing,Brand Manager,3804,416,817,797,5037,5834,2025,,Oficinas Administrativas,Full-Time,masculino
32399,Claudia Gabriela Lopez Garcia,Comercial / Ventas,Preventista (BEES),3769,1331,360,922,5460,6382,2025,,Planta Industrial,,femenino
32400,Fernando Hugo Diaz Ortega,Logistica,Planificador de Demanda,4999,1264,249,591,6512,7103,2025,,Planta Industrial,Part-Time,masculino
32401,Patricia Laura Diaz Gonzalez,Comercial / Ventas,Preventista (BEES),3919,685,262,1374,4866,6240,2025,,Centros de Distribucion,Full-Time,femenino
32402,Jose Andres Mendoza Ramirez,Comercial / Ventas,Preventista (BEES),4431,1267,944,1169,6642,7811,2025,,Centros de Distribucion,,masculino
32403,Andres Ricardo Gonzalez Suarez,People (RRHH),Reclutador (Trainee),870,130,863,848,1863,2711,2025,,Oficinas Administrativas,Part-Time,masculino
32404,Rafael Eduardo Herrera Torres,Finanzas,Controller Financiero,1374,723,156,1147,2253,3400,2025,,Oficina Regional,Full-Time,masculino
32405,Miguel Rafael Morales Rodriguez,Operaciones (Supply),Analista de Calidad,2944,1336,926,1497,5206,6703,2025,,Oficina Regional,Full-Time,masculino
32406,Julio Eduardo Morales Suarez,Operaciones (Supply),Maestro Cervecero,4438,319,258,1119,5015,6134,2025,,Planta Industrial (Matriz),Part-Time,masculino
32407,Veronica Maria Delgado Gonzalez,Logistica,Gestor de Flota,3114,1038,547,540,4699,5239,2025,,Planta Industrial (Matriz),Full-Time,femenino
32408,Lucia Sofia Rodriguez Torres,Marketing,Brand Manager,1492,1397,859,1146,3748,4894,2025,,Centros de Distribucion,Full-Time,femenino
32409,Luis Jose Martinez Herrera,Comercial / Ventas,Key Account Manager,3322,149,8,857,3479,4336,2025,,Centros de Distribucion,Full-Time,masculino
32410,Sofia Veronica Torres Rodriguez,Finanzas,Controller Financiero,3446,116,787,1237,4349,5586,2025,,Oficinas Administrativas,Full-Time,femenino
32411,Gabriela Silvia Morales Castro,Sostenibilidad,Coordinador de Agro,4896,1214,575,679,6685,7364,2025,,Oficina Regional,,femenino
32412,Miguel Miguel Garcia Lopez,People (RRHH),Reclutador (Trainee),2513,1489,883,348,4885,5233,2025,,Oficinas Administrativas,Full-Time,masculino
32413,Gabriela Elena Rodriguez Herrera,Comercial / Ventas,Preventista (BEES),4105,682,692,404,5479,5883,2025,,Centros de Distribucion,Part-Time,femenino
32414,Daniela Claudia Gonzalez Martinez,Operaciones (Supply),Maestro Cervecero,4437,454,534,1318,5425,6743,2025,,Centros de Distribucion,Full-Time,femenino
32415,Ana Patricia Torres Perez,Finanzas,Controller Financiero,4382,447,500,1092,5329,6421,2025,,Centros de Distribucion,Full-Time,femenino
32416,Patricia Ana Herrera Morales,People (RRHH),Business Partner,3258,1207,826,1497,5291,6788,2025,,Centros de Distribucion,Part-Time,femenino
32417,Silvia Claudia Mendoza Herrera,Logistica,Gestor de Flota,4631,1002,409,1017,6042,7059,2025,,Planta Industrial (Matriz),Part-Time,femenino
32418,Claudia Valentina Martinez Ramirez,Logistica,Planificador de Demanda,2371,1158,631,978,4160,5138,2025,,Oficina Regional,Part-Time,femenino
32419,Monica Silvia Morales Martinez,Comercial / Ventas,Key Account Manager,1716,1215,580,993,3511,4504,2025,,Centros de Distribucion,Full-Time,femenino
32420,Elena Elena Morales Castro,Marketing,Brand Manager,3217,790,679,462,4686,5148,2025,,Oficinas Administrativas,,femenino
32421,Valentina Daniela Perez Castro,Marketing,Brand Manager,1454,1343,163,667,2960,3627,2025,,Oficinas Administrativas,Part-Time,femenino
32422,Elena Carmen Mendoza Morales,Operaciones (Supply),Analista de Calidad,1730,550,310,988,2590,3578,2025,,Oficinas Administrativas,Part-Time,femenino
32423,Luis Carlos Gonzalez Flores,Marketing,Trade Marketing,2913,266,594,1116,3773,4889,2025,,Centros de Distribucion,Full-Time,masculino
32424,Veronica Camila Flores Mendoza,Tecnologia (Tech),Analista de Datos,1299,902,853,1476,3054,4530,2025,,Planta Industrial,Part-Time,femenino
32425,Rafael Fernando Rojas Gonzalez,Sostenibilidad,Coordinador de Agro,962,330,756,624,2048,2672,2025,,Oficina Regional,Part-Time,masculino
32426,Sergio Andres Vargas Castro,Sostenibilidad,Coordinador de Agro,2612,1213,988,1124,4813,5937,2025,,Planta Industrial (Matriz),Full-Time,masculino
32427,Jose Alberto Rojas Rodriguez,Marketing,Trade Marketing,3117,507,377,463,4001,4464,2025,,Oficinas Administrativas,Full-Time,masculino
32428,Miguel Sergio Delgado Gonzalez,People (RRHH),Business Partner,1161,696,407,1050,2264,3314,2025,,Planta Industrial (Matriz),Part-Time,masculino
32429,Andres Victor Vargas Flores,Operaciones (Supply),Analista de Calidad,3172,1218,575,304,4965,5269,2025,,Oficinas Administrativas,Part-Time,masculino
32430,Maria Monica Diaz Herrera,Operaciones (Supply),Operador de Envasado,1434,745,587,661,2766,3427,2025,,Oficina Regional,,femenino
32431,Veronica Patricia Mendoza Morales,Operaciones (Supply),Operador de Envasado,1193,958,855,969,3006,3975,2025,,Planta Industrial (Matriz),Part-Time,femenino
32432,Paula Silvia Ortega Suarez,Marketing,Brand Manager,2397,208,469,1344,3074,4418,2025,,Planta Industrial,Part-Time,femenino
32433,Raul Raul Suarez Diaz,Operaciones (Supply),Analista de Calidad,4610,599,101,646,5310,5956,2025,,Planta Industrial (Matriz),Full-Time,masculino
32434,Pedro Carlos Sanchez Castro,Tecnologia (Tech),Analista de Datos,4205,1141,640,1148,5986,7134,2025,,Oficinas Administrativas,Part-Time,masculino
32435,Laura Natalia Delgado Ortega,Marketing,Brand Manager,1728,113,269,1419,2110,3529,2025,,Oficina Regional,Part-Time,femenino
32436,Andres Andres Ortega Suarez,People (RRHH),Business Partner,1369,528,604,578,2501,3079,2025,,Oficinas Administrativas,Full-Time,masculino
32437,Diego Jose Ortega Vargas,Logistica,Planificador de Demanda,1043,631,849,978,2523,3501,2025,,Planta Industrial (Matriz),Part-Time,masculino
32438,Hugo Juan Garcia Morales,Sostenibilidad,Coordinador de Agro,4304,339,49,923,4692,5615,2025,,Oficinas Administrativas,Full-Time,masculino
32439,Raul Hugo Diaz Perez,Tecnologia (Tech),Analista de Datos,4617,1039,441,547,6097,6644,2025,,Oficinas Administrativas,Part-Time,masculino
32440,Jorge Pedro Vargas Morales,Marketing,Trade Marketing,2733,234,302,452,3269,3721,2025,,Planta Industrial (Matriz),Part-Time,masculino
32441,Jose Jose Castro Rodriguez,Marketing,Brand Manager,3709,937,973,1301,5619,6920,2025,,Planta Industrial,Full-Time,masculino
32442,Raul Miguel Ortega Herrera,Operaciones (Supply),Operador de Envasado,983,870,116,1222,1969,3191,2025,,Centros de Distribucion,Full-Time,masculino
32443,Claudia Natalia Martinez Sanchez,Tecnologia (Tech),Analista de Datos,3602,1142,802,1109,5546,6655,2025,,Planta Industrial (Matriz),Full-Time,femenino
32444,Alberto Raul Rodriguez Castro,People (RRHH),Reclutador (Trainee),4406,1045,434,1154,5885,7039,2025,,Centros de Distribucion,Part-Time,masculino
32445,Elena Daniela Martinez Perez,Marketing,Brand Manager,2122,476,754,1124,3352,4476,2025,,Oficina Regional,Part-Time,femenino
32446,Diego Luis Martinez Martinez,Logistica,Gestor de Flota,2100,1441,481,986,4022,5008,2025,,Oficina Regional,Part-Time,masculino
32447,Luis Sergio Gonzalez Martinez,Marketing,Trade Marketing,3893,118,346,486,4357,4843,2025,,Oficinas Administrativas,Part-Time,masculino
32448,Veronica Valentina Sanchez Ortega,People (RRHH),Business Partner,1532,732,152,449,2416,2865,2025,,Centros de Distribucion,Full-Time,femenino
32449,Sofia Rosa Vargas Perez,Marketing,Trade Marketing,1009,567,532,1468,2108,3576,2025,,Oficina Regional,Full-Time,femenino
32450,Gabriela Maria Castro Ramirez,Marketing,Trade Marketing,4417,349,248,1156,5014,6170,2025,,Planta Industrial,,femenino
32451,Hugo Luis Sanchez Delgado,Logistica,Planificador de Demanda,2537,991,234,353,3762,4115,2025,,Oficina Regional,Full-Time,masculino
32452,Silvia Rosa Lopez Sanchez,Operaciones (Supply),Analista de Calidad,3467,1275,685,285,5427,5712,2025,,Planta Industrial,Part-Time,femenino
32453,Jose Victor Delgado Rojas,Comercial / Ventas,Preventista (BEES),1721,263,623,956,2607,3563,2025,,Planta Industrial (Matriz),Part-Time,masculino
32454,Ricardo Fernando Gonzalez Suarez,Comercial / Ventas,Key Account Manager,1421,1420,640,1165,3481,4646,2025,,Planta Industrial,Part-Time,masculino
32455,Alberto Hugo Vargas Mendoza,Operaciones (Supply),Analista de Calidad,1871,1322,63,267,3256,3523,2025,,Planta Industrial (Matriz),Full-Time,masculino
32456,Veronica Claudia Rojas Suarez,Marketing,Trade Marketing,4443,338,706,354,5487,5841,2025,,Planta Industrial (Matriz),Full-Time,femenino
32457,Andrea Veronica Flores Martinez,Logistica,Planificador de Demanda,1563,769,563,1309,2895,4204,2025,,Planta Industrial (Matriz),,femenino
32458,Mario Raul Diaz Diaz,Logistica,Gestor de Flota,4579,1295,366,926,6240,7166,2025,,Centros de Distribucion,Full-Time,masculino
32459,Daniela Maria Martinez Martinez,Comercial / Ventas,Key Account Manager,988,1462,382,840,2832,3672,2025,,Planta Industrial,Full-Time,femenino
32460,Miguel Alberto Ortega Ortega,Operaciones (Supply),Operador de Envasado,3705,1198,540,1149,5443,6592,2025,,Centros de Distribucion,Part-Time,masculino
32461,Raul Ricardo Diaz Mendoza,Comercial / Ventas,Preventista (BEES),1295,757,453,245,2505,2750,2025,,Oficinas Administrativas,Part-Time,masculino
32462,Jose Eduardo Flores Gonzalez,Comercial / Ventas,Preventista (BEES),1962,1391,575,,3928,3928,2025,,Planta Industrial (Matriz),Part-Time,masculino
32463,Natalia Ana Martinez Ortega,Operaciones (Supply),Maestro Cervecero,3189,779,868,1029,4836,5865,2025,,Planta Industrial (Matriz),Full-Time,femenino
32464,Daniela Veronica Sanchez Herrera,Operaciones (Supply),Operador de Envasado,1767,145,885,1142,2797,3939,2025,,Planta Industrial (Matriz),Full-Time,femenino
32465,Miguel Victor Rodriguez Castro,Tecnologia (Tech),Analista de Datos,2213,1201,377,1450,3791,5241,2025,,Planta Industrial (Matriz),Full-Time,masculino
32466,Diego Raul Delgado Torres,People (RRHH),Reclutador (Trainee),2772,1023,896,958,4691,5649,2025,,Centros de Distribucion,Full-Time,masculino
32467,Sergio Carlos Perez Suarez,Operaciones (Supply),Analista de Calidad,2534,1416,419,443,4369,4812,2025,,Oficina Regional,Part-Time,masculino
32468,Pedro Pedro Ramirez Torres,Tecnologia (Tech),Analista de Datos,1457,1342,23,324,2822,3146,2025,,Centros de Distribucion,Full-Time,masculino
32469,Veronica Veronica Morales Ortega,People (RRHH),Reclutador (Trainee),2576,1497,827,,4900,4900,2025,,Planta Industrial,Full-Time,femenino
32470,Victor Miguel Torres Vargas,Marketing,Trade Marketing,1633,844,375,819,2852,3671,2025,,Oficina Regional,Full-Time,masculino
32471,Alberto Ricardo Ortega Garcia,Logistica,Planificador de Demanda,1065,1279,68,1474,2412,3886,2025,,Oficinas Administrativas,Part-Time,masculino
32472,Carlos Victor Suarez Torres,Operaciones (Supply),Maestro Cervecero,1282,709,982,1211,2973,4184,2025,,Centros de Distribucion,Full-Time,masculino
32473,Gabriela Claudia Suarez Perez,Tecnologia (Tech),Analista de Datos,3728,454,572,794,4754,5548,2025,,Oficina Regional,Part-Time,femenino
32474,Claudia Carmen Mendoza Garcia,Operaciones (Supply),Operador de Envasado,3799,1071,948,1281,5818,7099,2025,,Planta Industrial (Matriz),,femenino
32475,Lucia Laura Delgado Vargas,Comercial / Ventas,Preventista (BEES),4591,850,374,1420,5815,7235,2025,,Planta Industrial (Matriz),Full-Time,femenino
32476,Patricia Elena Gonzalez Vargas,Comercial / Ventas,Key Account Manager,1314,700,173,910,2187,3097,2025,,Centros de Distribucion,Part-Time,femenino
